square_feet,bedrooms,bathrooms,age_years,lot_size,garage_spaces,neighborhood_score,price
1941.6106454194858,5,1,13.937993620727651,3178.2045084167275,0,5.748291759449491,578724.2098064193
1698.9904309996184,1,3,10.535248193360157,9784.614383298387,1,3.3301384731382564,524034.05158891925
2536.6274661063953,5,2,47.87240095190481,8074.340055347789,3,1.4754401772824979,584129.590655898
1250.9575199192404,5,2,0.443164255673445,9742.091722156496,3,7.534763663354655,614131.4206235871
3367.030338412927,4,1,49.89104278409891,5517.923892063269,0,2.0917269820498072,666879.4009095243
1038.5620597752666,1,1,33.84106494286978,4226.947853301253,0,3.7249761544477047,167980.7584742803
3958.0381971216552,4,3,41.423464972455854,8386.345577673494,0,5.792238170955077,887814.9375706728
3271.1832617493037,1,2,14.730969817309658,4610.031344329174,2,6.0797492900177295,706502.967827672
1435.8901809093518,2,3,0.7157638833529989,4395.066989642786,3,6.4052487728842245,565051.4755296994
817.6707747955277,1,2,36.893475928076505,3860.0479376626495,0,2.4962979731473056,195182.10766339896
3409.4765710554693,4,3,41.70722985003379,3037.431825793883,1,4.417636643394839,556634.3367733657
3061.943500312375,5,1,37.02380659767596,4051.7044881341276,0,6.5547480440527,687488.8898703684
3132.8229377311595,1,2,7.142514365041929,4842.557987791101,3,9.728369781704062,747284.02455012
3268.0651093950264,1,3,37.671396112848456,7391.953665165844,0,7.548680239297198,606996.3306513788
1036.9428855490892,3,1,38.44613910538205,2500.5187377556126,3,9.30343381384562,306246.5337750532
1947.0903313416723,5,1,32.92702578350274,3684.0555173227435,0,7.859908524827594,655110.4831176059
1170.780990480415,2,3,38.30579663977931,8472.189122333411,1,6.325452720031604,395074.1794083057
3561.930962801899,4,2,42.296071983886605,3175.375388670166,0,2.728210322227101,741640.2547691597
2794.5540058481856,2,2,30.680205711872922,4741.161172180173,1,7.000170867032617,587702.1641420277
1858.8736795284774,5,1,4.430235698483953,8917.27137486512,1,6.610416093639164,512680.22980649286
1003.3867209152756,1,2,24.381390483360544,3239.402489147541,0,6.422222534115398,307737.4523928274
1795.1434294901192,1,2,3.8824667335802534,2661.894684945519,1,5.408072811894167,461885.66385097813
1840.5866304855906,5,2,20.37715155162154,5876.303960640087,2,5.75790943590348,552892.3663220953
3134.739770681805,1,1,20.35532445628138,4419.356090228292,0,4.0099827440629365,623011.7495369861
2840.183908336682,1,3,3.300492207012079,6507.266915870833,0,5.673814233780728,691081.7557463719
3639.080776244245,1,2,17.441026698473966,8430.4391238678,1,2.7780031511063044,761668.622471208
2311.0877605182377,4,1,5.549904939565742,3097.1879052219456,1,8.246569576243392,549567.7727346724
1182.7015870025655,4,1,40.41176050046111,6645.59267643428,0,2.6719925922883703,395706.8463533442
3082.383319113584,3,3,47.38440129822354,6044.0700831189115,2,1.7646966090051976,564384.2913806844
3234.5121555740716,2,2,3.6158237628969303,3152.6302881055963,1,4.926214237214417,611584.6770132348
2596.087032222388,5,2,47.75576036458507,6991.987884231859,1,6.924766955554556,675404.2724593579
3267.0949758545953,5,3,26.12882996683726,4189.123342886173,3,4.939451424401872,804746.0906021538
2380.14590836605,5,3,14.978283897693695,5902.6745483521,2,3.4907871875617773,665676.2316271482
2472.745054022381,3,1,3.8431037638081755,2658.178594216495,2,6.023540655013966,545152.614555222
2168.1312587473585,4,1,25.03121340352089,5676.672457708984,0,4.1230210187097995,512143.5446419971
881.3412055811046,3,3,39.72577722453743,4451.707744342562,2,9.395809211139698,356108.4125028897
1145.252566378574,5,2,35.354323863334905,8579.049689482836,0,9.303806256432148,383594.0669783997
900.5733941975496,2,1,2.511300573198688,2455.829815978946,3,5.521346379748859,330277.0051406072
2836.5133160440973,1,1,3.645091768395176,5348.85819934664,2,3.950955946164327,679046.6925029462
1805.9391394442455,4,2,20.143664131631855,5667.451393051504,1,7.634191725609751,616814.2834263977
2427.426211727049,4,1,14.764524702397164,7800.04861039295,3,1.3304164913475998,623265.713282003
3704.2127165634975,3,2,11.619216152802391,6594.300600721688,0,5.272921054392861,852525.5041739059
1597.7351332763997,4,2,14.05022494543568,7337.698697553448,3,4.026910548433001,449368.35628891474
2113.225353714015,5,2,40.17413716484423,8216.39428521405,0,9.284822965922992,628196.1484648498
3217.7636433377556,5,3,46.461402681592695,8897.62378926551,3,1.1080272454541429,719060.6945210296
1532.1541295731918,3,3,20.255134726378323,4511.003973779764,0,5.975333881465142,484666.839963744
1046.3357114521375,5,3,45.30555010662486,6304.181642911223,2,7.6659722295996335,420323.3131696959
1727.2046493240578,2,2,16.0747850623941,8720.864627513598,1,5.365161887716371,586986.28347673
1315.9081192128142,3,2,23.82184931718958,9915.609047720453,0,1.7686272714644948,404019.963665074
3775.032487496234,2,3,11.301449890799987,9116.154488350105,3,9.75215251025112,929954.5956556833
3385.9852146061344,1,1,32.0238021087922,4971.738100995015,0,5.662093882384881,642902.6552303836
2826.8920208333548,2,2,48.94905575874044,3561.3321377492034,0,6.527676198871102,556472.1200788867
3588.6738886006965,1,1,30.17465480216893,5915.140299252709,0,3.129488044367566,678557.9222421711
3371.7506460771665,1,1,17.890704205677444,7933.131614688338,3,5.351482765961235,698786.2632522039
1397.0241884353147,2,2,32.39087229952642,5940.552566026381,1,4.862345427624897,407784.18816929904
3656.1887951679287,3,2,6.146033923269378,5865.446906509348,2,1.6740625780178537,810028.6222777421
2525.8951741300825,5,1,44.432954013269935,8705.843368654405,1,1.9554431819272051,623916.0301094891
3383.808496525,5,1,25.154197538991816,4891.230232537491,0,8.537252676568972,768086.7023936294
3667.4921597551784,1,3,22.467487101982105,8878.357398493165,3,3.1583795698593122,844664.0490741526
1817.6111199099644,1,3,29.29323942267596,5254.4384076137885,1,2.7546244434876748,501548.1262370875
1152.1661584885655,3,2,31.239193139470125,4625.864845426715,0,5.544203061251253,321795.0351634779
1529.3925201342133,4,3,3.5887903113256514,5631.919289597592,2,7.918724182262617,606582.7362343082
2166.74492360402,2,3,34.13086106117012,8099.575669398948,2,1.5575186672108914,491216.545092814
3417.647250951978,1,3,12.096584015776479,3008.016222911954,2,6.1912712767443026,763883.2326309716
3554.337866420299,5,3,35.69763162532949,3571.353726976139,0,2.0728939855651602,783820.3631451166
822.2468176998102,3,1,41.12673971920984,9611.558605304735,3,1.3281494574305661,253274.03197362687
2434.3913682482103,2,2,40.197925377626014,3403.933019050859,1,1.4746955694599566,510824.6248462583
2135.7152100760927,3,3,27.625048370394456,6541.818543448437,2,8.507476973875972,574637.9494064734
1510.7449935063369,2,1,26.008494615537558,6634.515733295503,0,2.061752352652554,368310.41599432455
1183.569175467785,2,1,7.143798066970586,5916.995696401958,0,1.4063622797106277,451992.1650837496
1880.3685484916095,1,1,38.76730752015678,7157.961988614548,1,4.94109898428621,413121.82500913343
3817.3110525200614,3,3,13.570469022335718,3838.6138063809476,2,8.595941247478223,811502.717678636
1834.2493824664168,3,3,24.834771140897328,6421.298142213986,0,3.361675388403717,515273.970452581
2460.1299895787715,5,2,14.213704646375835,4977.386041975177,1,4.795413557733248,688622.504667403
3049.660668464569,5,3,6.691418149984657,7293.3380770335125,3,1.359302793073761,791713.7294049135
1963.6147276137408,1,3,31.47788484458683,3129.788346985196,3,5.041706627213883,541411.3833422714
3909.7026647070743,1,1,2.7166017411451913,6567.01933471581,3,6.198517725734203,869233.7612978044
3879.831343814756,4,2,37.43226170631,3482.1628430665896,2,6.138163483769303,693712.0580225344
1605.7033466411654,5,3,15.879339763055834,4229.144504920291,1,3.9918402295692865,499874.120491762
2391.1952188556334,2,3,0.006734650224266003,3749.678402588666,1,3.8397986259682195,582269.4857160392
1762.810591413663,3,1,25.55645696186149,3462.702238950537,0,1.959612570429381,456701.80770144984
1711.4895820078964,1,1,2.3425954263801563,8605.687612485337,0,4.301184885816415,363360.19418365404
918.0382315345049,3,3,13.808477891044973,4285.660541287123,0,1.8954520198566818,494873.12989612645
2750.60586873567,3,2,35.348824372785806,9416.990254915596,1,7.899363502408464,702111.2563706877
2408.572874332357,4,2,3.134481081093293,9759.412202761527,0,9.696468679733673,718537.2746098352
964.7320039999659,5,1,41.96692461780012,6570.083759496779,1,9.730670110000363,459208.5253303216
1691.6686855571566,1,1,0.1909961329291554,3144.008981325811,1,8.785639894378544,590919.3024934973
3706.450835093292,3,3,12.341193460095113,4996.38594703665,3,6.407129344056572,891822.0767638731
1566.5980501343117,1,1,37.04520280760357,8381.858106785712,0,7.307791275194919,463697.49417235225
1263.663590691914,2,3,15.813507486465339,4939.125829576564,3,3.5668522241237266,446682.54427045974
2366.248832888202,4,2,5.094619403300676,2696.13774642231,2,6.676933781553585,628017.8448302726
3954.081453153922,2,2,18.011695940021394,6454.279287425504,2,5.100845944958897,813346.0764918501
1574.5768688368012,1,3,13.519664319226276,8760.96681196828,2,5.338156057992393,467142.0505109853
2950.8337516988113,1,1,42.13559510802774,8367.411097148019,1,7.819989043376421,591777.2237421537
3237.1827690518962,5,2,15.667395879257157,3400.985121042826,1,3.537265200375265,678411.0025944253
1560.440140775679,3,1,39.446623588800364,7382.116915299734,1,3.8623565052506788,429512.1530837506
3130.2923155579506,3,2,44.593607240536734,3764.0341074851767,0,9.321776120157729,570372.4756669402
1976.9060247016102,2,3,21.690870978826478,3745.6602764173776,3,1.5060186536587503,522686.68398724165
2823.378657899454,4,3,45.4971571927196,8992.574186441481,1,5.370708685720063,682475.239190377
2827.2950744348627,3,3,18.865902698159644,3997.3516219218413,3,9.215207203670756,714758.7729258167
2514.478989039227,5,2,48.20392082450541,4105.97877214409,3,6.493267070363413,588183.5512791316
1088.9272641741065,2,1,4.464476226278647,2005.2271260903965,3,5.9176636679091885,542893.7452830337
3472.9679858855616,2,1,34.350963325162134,8965.35227300414,0,3.247697613064197,781141.0770368881
1826.4962079095546,5,1,24.690702022846434,8340.758505673079,0,4.089479401580034,481220.88420113514
1396.8592332795336,4,2,19.382440272782354,7018.631480725424,2,8.668435742242236,525935.9023361757
930.4804529752446,5,2,31.635593937430045,8002.126111510738,2,6.032963185916123,406086.64996924845
2690.857418202374,4,2,35.19285458171656,3216.3885393959345,3,5.6326797438110185,582846.2013445668
2968.2059578953035,5,2,0.21816348251545437,5666.588756700603,2,1.8962174218602603,693937.9378393752
853.0810525691397,5,2,8.347654437359935,4809.755098790247,3,1.144253408096108,446696.50157699676
2438.697786557699,1,1,35.65230253171593,2750.212210056132,0,9.673166698183442,471299.0067582228
1524.7864806334014,2,2,33.31927067891032,5889.043881719393,0,4.392875505581575,461325.5482835516
2864.5529293102395,5,2,48.30237525643386,9365.917202741082,0,6.428917558895539,738571.0594320787
1357.9725728159726,5,1,38.05188951253915,2320.4729524055556,1,1.7174356586855648,453079.7339753734
3011.000761927891,3,2,47.5386353865669,4331.687307950351,3,7.148028571507419,613010.5211493853
2037.5531081617196,2,1,35.127025076740345,3660.327489645628,0,9.393100378353648,497715.97339360224
3797.5359639575504,3,1,14.902610431972157,3905.1732293255704,3,6.180987276976777,846404.553239943
1240.0670212671785,2,3,5.2682461125428235,9267.476415035002,2,2.135037901378695,460114.6058670363
1891.4123233608273,3,3,39.09119316724678,5744.552433874322,2,6.23549374726129,480563.85737503646
1163.115267969885,5,3,32.2074610737958,5730.3953035185505,0,7.897124917941872,532317.9789615847
3759.019578491401,5,3,2.4093006196648115,8084.605139642258,3,4.657748829166168,949543.9248632365
3607.4859308191394,1,2,18.002523295048917,3235.9376320394067,0,8.91853973147321,763868.3055461203
1625.413208688498,3,3,47.83999077421431,5898.122832800406,2,6.83814658021628,425200.16039253515
2911.948947309373,4,1,25.02005728551006,5439.881712968478,0,9.093240264602823,620653.022651975
3415.1110406438906,1,2,21.636456800985233,6775.285524373249,3,6.611547801226035,721331.8480198702
2576.6425971182794,3,3,22.8849802579647,9996.461626003509,2,2.181591748043418,670397.9346825649
2494.8818507392207,3,1,10.444136200258185,8155.591152656377,1,3.787225399946702,585625.0433957967
1573.9273308814454,1,2,18.43535854323976,5182.925624139418,2,2.8161545342721124,434636.17102597293
1097.9288569788775,5,2,18.49066279935883,8620.424418192375,1,9.179438479451761,415384.18012387154
3671.0904254506454,3,3,2.6177510093736203,3365.6669064998414,0,7.843600605587344,767300.3627682909
3681.3377829226574,5,2,38.37838142589591,2243.709490471681,0,7.087585320190055,796864.4885061176
2825.924663274457,1,1,20.82522159519395,3635.5869797141845,3,3.708696876684595,632327.1364952403
1884.8953313558422,5,2,41.10899434082116,4723.292448914077,1,2.656402948451922,481437.4119837911
1917.470638760515,2,1,42.51740005599477,6084.646059676479,0,7.808059791900206,406584.3398045059
3123.058172384766,4,2,10.599702734932903,6921.033124329599,1,5.267421512911717,711436.5816194031
3670.752831848247,3,3,32.86767410850643,9284.845737715374,0,3.032105969355662,779223.1514870904
3638.6765576483754,4,1,23.614090208149086,6078.832076403662,2,6.549597803487476,839335.5375946966
3295.601746744396,5,2,44.00783689607425,6010.205157005836,0,1.3630046692460678,749653.9477030159
2854.501267693721,3,2,10.787033958822706,2401.944078583857,3,3.9355322871542815,645471.6376839242
1069.2478879841563,5,2,33.89066001550221,2279.2924212497906,2,5.2170129513202115,333809.23083647876
1317.211885102764,2,1,30.387606112636128,6409.279695330976,3,2.3316250069846527,410949.674421692
3675.3734032866537,1,1,14.76507387859164,5505.428905986756,2,9.861890298317556,739962.8547559776
2740.5729909106876,3,1,6.830045182558631,8713.443159842389,1,2.8818762813065284,658057.0393333822
829.4305651732149,2,3,32.58198802386383,3285.4366776947613,3,2.1731781703893898,384234.67087900103
1124.7089371713028,2,3,36.92987290661654,2199.773296936397,0,2.8318138649820677,357359.16848502506
2923.205661145779,3,1,15.7813671881675,5592.310143441007,1,7.921550198437518,695347.6828347021
816.1970683078998,5,2,32.24163020111569,3899.82845401806,0,4.829550933446585,287496.388995731
1314.5857645359956,2,3,19.75654538057516,2396.9149867106994,2,6.088743457772842,427657.46944875305
2555.9481259730755,4,1,35.66034416413088,7796.786294781032,2,1.1890824128772466,664117.6701192723
3014.0646326166184,2,2,9.960763744702655,2892.7439996579797,0,1.309881777159831,618883.3329971896
2886.2760304083217,5,3,44.51075013180872,6866.556000062174,0,5.012429948443145,750203.318539804
1517.6617902737912,5,2,14.370479823278986,4248.398001335114,1,8.349897188814612,587779.0393278452
3078.973508312115,4,2,18.389299387807647,3387.968402840176,0,8.967149908368087,796969.5026486178
1559.1970799897604,2,2,2.9045976040174892,5038.01218335454,3,1.780359108360762,502614.4404923459
1841.2790341096568,5,2,5.57561061606382,8411.566209783628,3,5.845267918909205,667752.2205670038
3188.7724963776773,3,3,25.793095135616404,5136.748615236582,0,9.219067176513434,799901.8706369061
2878.825276951087,1,3,13.379633836398575,8006.157193688446,3,4.491754789580977,724954.5666081039
3517.5149135813695,1,3,41.77401128710972,3003.8903743932055,0,8.466092482855316,656386.875231684
2904.3612553610988,1,1,0.7346694327476921,8182.1713573206325,1,2.203260889594926,649595.7256334573
2618.5875306735093,2,3,18.95470243359681,3895.466599253189,3,9.418550407010189,667853.8904501025
1099.759257049896,4,2,16.867277338454635,7419.145039110982,3,7.762809857781724,419706.76246328256
1976.6905697901873,5,3,0.9663815458800518,6526.252438727971,0,9.472009535082115,645030.4486712487
1648.6475765815214,3,2,6.2184199500255115,9433.157737693498,3,7.089555101972558,639467.0053854878
1580.7668588130673,3,1,20.682133745931765,5098.580143802512,2,4.270635387994843,353527.04714983184
3913.6337752078257,2,2,24.64322922237233,2529.3215106755233,1,9.443630552722501,866994.0807965226
2057.912718933633,1,2,20.214487362743455,2153.2438844100234,1,3.480100986782606,523309.5878277293
3654.5489765667626,2,2,26.546883920604692,8614.868487782025,3,3.9895526985555927,778196.7962228793
2819.6436031912413,4,1,29.756583745284075,6197.885101291457,3,7.307275762015663,714118.1442047014
3343.396171333275,4,3,0.4961910563917815,8201.952414679594,2,7.887846695728476,867133.1875579624
2408.4386979366145,5,3,23.204757972675193,3875.4048000921175,2,9.364631354642384,726933.0119412089
2646.092430804349,5,1,48.17496204437941,4760.669964105869,3,2.8432216815058853,656520.9057189787
2376.0566202203645,4,2,25.951614006477435,2240.8309776905517,3,8.181982316973016,537819.95022272
1424.7775609537425,4,3,33.87711337294766,9691.938596592896,2,7.646914480572671,555479.4864391672
3111.846768836817,4,1,15.59319289584416,7342.943253606507,0,1.574151006282381,701609.4244191488
1698.4715598107387,2,3,38.699568907638124,9465.64070207445,2,4.485008270891862,503594.67305744335
877.8110925806523,4,1,38.64607409380575,4123.971259432579,0,3.5448891135408873,271935.0788130258
2865.511346902937,3,2,26.064802382706947,6891.708889805287,1,3.7404138191862737,752723.1087200526
1366.7541741025566,1,3,48.80069116396068,7427.999746341103,1,9.846521915992307,457927.44182596344
3809.467469929326,4,1,6.277510738132669,4540.397602060708,2,6.784996721319351,816205.5004416889
3852.5714464082794,1,3,0.8473832444790497,8784.87388012504,0,7.459085420141497,799604.58602873
3727.566048705435,2,3,38.5079105878548,9577.291703201983,2,9.789558735835083,812556.1652924086
1984.507840817422,1,3,40.35777686824413,9078.840941568034,2,4.394816042118748,536448.2443169644
849.4611728923758,2,3,6.0103614560288126,7912.535807514981,0,8.216561516075252,432616.91087463597
3770.619400280721,3,1,13.279141647930304,4219.7174377996325,2,4.910778669740458,863442.3357113583
2170.189274615406,2,2,0.8776181683314455,4252.928336845054,1,8.825803046334817,629927.4395648153
3893.2954209397426,2,1,14.665430539028234,9706.882563568302,3,2.625917871801729,898340.3183452418
3883.583926685609,5,1,38.657093695933575,2082.275967485536,3,9.529175593578517,835034.8092842441
3529.630257495552,4,1,25.898026385628945,7728.399785937156,2,2.968945375697917,715312.2740803866
1742.236454622674,4,2,17.404779658414405,7649.969300442098,0,3.935984562828384,522920.5981377901
2032.3127315261609,3,3,18.586964745316514,6981.51632759838,0,7.8057301069610245,634521.2810445132
3523.637348853942,3,3,0.0676812857734077,9920.870768694927,1,4.54379627408866,862761.7823877047
1814.1504165000886,4,3,14.990026378261796,4495.035486109802,0,6.4739023908980196,569616.8949652652
1342.376789395496,5,2,32.32293708189653,4719.7749103459855,0,5.001161509624857,422976.78513480886
2581.7640398667204,4,3,48.70972219081786,2631.5152235724445,1,7.6813294338080365,538076.3685760448
3795.695277314499,5,2,42.353041349194974,5542.385092349899,2,3.0549812713174975,799179.7629765659
3027.2953493599134,3,3,1.1797482322764563,4088.388209878785,3,1.526121885131893,750701.669615514
2624.195744285968,1,3,44.928030233741964,4747.093617421154,1,3.699364577257596,511956.6742628386
1110.9647800664593,3,1,39.1599206649313,8676.57432204502,2,5.268777983815872,384648.9465768024
2768.023125437343,3,2,39.01880617854902,9483.876108219967,1,2.512180469734107,597592.3577900744
3968.1723203336423,2,1,22.899787950178574,3485.8645760414847,2,4.193175606907499,836213.0418228465
1248.2688487568769,2,1,19.90026464772514,4980.071452427726,1,4.599847164642117,370516.96048616734
2458.6548875639573,2,1,15.14578644165963,9429.044496923154,2,1.5165265931944618,688017.5154427873
3607.5938301694573,2,2,3.284742947718289,2494.467685513781,1,6.249765233657841,847200.4841804544
3170.459576813454,5,2,11.411768174684955,2738.884224891028,2,8.959090851741587,770877.3984441793
3030.4503711848574,4,3,12.33018174890123,3302.327913649835,1,2.3656862165774717,659336.4657719444
3047.9490687587495,1,1,24.20385348551008,6761.702673014998,3,6.380272120613626,569008.1467893436
1950.3716839032165,3,3,37.3722203298347,3203.7781680479798,3,6.982652844197617,446160.5041759414
1739.4939016463786,5,1,23.69049141989733,9744.611051605869,0,4.774012123773595,481167.5322971558
3389.9556975312435,1,2,2.8922224723580303,5573.716218068163,2,7.30987828627843,833918.9446701196
3392.3628629733785,5,2,47.88949004941019,6012.143682801331,1,4.696583891419108,742471.0349936425
3574.631419456332,5,2,47.13621595470561,3973.268926443252,2,5.541735591796914,778843.874437055
3722.369768180708,3,1,39.25947715742042,5767.682019477868,3,1.0661774009898428,636823.1676652371
2436.295676355001,4,2,49.56639507821103,7295.309061096093,2,7.225481027212199,545493.735582987
2404.8521429990387,2,1,27.224116640013147,8009.417095632342,1,6.95208411050252,630488.1685009799
3354.5445726936805,4,3,48.138417512660304,8030.944661679304,2,1.3456078959371012,753281.0425943393
2879.8845784888485,3,1,3.7802520308375387,6623.128901552706,1,4.314250966556198,689864.4626256805
3046.2940072246506,3,3,18.284037413068567,9234.878199950857,3,9.811286567125006,825023.3590227001
3346.5365421955235,3,1,11.269063400338291,8539.262778448876,3,4.786629063117552,875558.0179355191
3648.0170938162123,1,3,9.7916542067135,8056.384917589004,3,5.517508646186576,819718.5248889753
1881.5845019249145,4,2,7.040147444633805,2444.844173443685,0,9.189371423437468,552021.1693839972
2001.8654484478209,4,3,31.120682078299833,2055.0236977571944,3,7.455356882791808,560495.3204386699
1100.7422074907809,5,2,39.06609278736525,3699.5782175637837,2,6.238631180118012,524773.5653888142
2650.496451187757,5,2,28.914919971018033,7308.188751307618,0,8.180242132069653,578759.9126886007
915.0152761495747,5,3,7.348135479410484,5289.579911060367,3,8.77929639810376,528509.4523041782
2289.913658023873,3,1,40.55618849667354,5219.250074394494,2,5.111992645635402,529387.0232444026
2536.462831064245,4,1,31.797735358186426,9076.695105836909,2,5.275975284386519,677359.3677327747
1716.93200681051,3,1,19.408285306349775,9164.502785054709,2,4.474458420866522,494871.9226640204
2690.6664338208343,1,1,33.70651477680315,9273.402112428685,1,9.700355260166145,619974.481401714
897.6007998049581,5,1,12.995248962141643,4511.024612120218,0,7.274496288613154,440702.8785840032
919.5142039974861,3,2,17.259610424710527,7528.446501914094,2,1.7490075958726505,553082.9228008981
3432.3217941109065,3,1,45.87429215659951,4173.0654501949575,1,8.766636609817166,734065.3318245758
1952.6100525160412,1,2,14.52522528357102,3524.8786645955984,3,5.3250394675264126,463311.7613923268
1206.5936404860313,2,2,23.49941340789683,3477.0596587789537,2,1.618785157802387,345666.7575327774
